reviews.sourceURLs,Text,Label,Sentiment
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=140,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=107",If your looking for a affordable gift this is it!.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=140,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=107","This is a great tablet for the price, would recommend it to anyone looking for a basic tablet.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=90",Works great. Love the portability of books. Overall great product,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91",I am still learning all the things I can do with my new Kindle Fire. It is so much better (lighter in weight and easier to use) than my old tablet.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91",Just the right size for reading books and playing some games.,0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91",I love everything about this tablet! The imaging is sharp and clear. It's fast and light weight. Love it!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91",Overall a nice product for traveling purposes Value for money,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91","My children love this table great quality of pictures, excellent camera",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91",I bought 3 tablets and my family was not disappointed.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=91",Great tablet fast screen good size never gives me problem,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=79","Perfect dress for hot, humid, sticky weather.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80",This is exactly what the person wanted as a gift and she enjoys using it.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80",Does all basic functions of a tablet. Hardcore users may want an iPad.,0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80",Works great for a simple tablet. Not a huge fan of the silk browser but it could be worse! I am very happy with my purchase!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80",It's fast and easy to use. This is my second kindle fire .,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80",More flexibility than a Kindle and bigger screen. Like it because I can surf the web and download and read books.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80","For the money you cannot beat this tablet. Full of features, picture quality is great, and very fast speed while using the internet.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=113,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=80","Easy to use, solid build, sharp HP screen for movies. Who needs more?",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=25,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",Tablet is perfect for beginners who just want basic,0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26","this is my first tablet .. love it .. actually read my first e-book on it .. large screen, easy to read & play games .. fits nicely in my purse",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26",This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26","Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26",Nice fabric and cute design.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26",This fire tablet has long battery life. Reasonable fast,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26",Got this for my wife and she loves it. She had the previous generation and this one is a giant keep forward.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=59,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=26",Sleek packaging easy set up and great for anyone who wants a e reader with more to offer.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",Best and most affordable option of all the Kindle devices available.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded","This one totally worked for me. love the color, length, and style.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",My daughter likes this tablet to play her online games!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",Easy to figure out and used it extensively on my vacation.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded","Excellent tablet to leave at my easel and display reference photos.. It's cheap enough to not worry about. I love it, for the price.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",I bought this wanting for books comics and movies and it has not disappoint ever since,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",My 4 year old Grandson loves his Kindle. He had to have one after his sister got one.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded",Easy to use. As a beginner I found this pad very good. Enjoy the kindle app.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=272",This Kindle does what I need it to do. The camera could be better but overall I am pretty happy with my purchase.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273",Purchased this for my daughter to do more reading. It has so much more options for her if she wants.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273","this is a great tablet for the price. my kid loves it ,does alot reading on it.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273",I was really hoping that this would be faster than some other inexspensive tablets I've had. I mainly use it for email though and it does the job.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273",Bought as a Christmas gift for someone. I bought iPad as well. Will update when it's used.,0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273",Great tablet for the price. It is easy to navigate.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273",I believe that this will be very useful during my husbands recovery from foot surgery.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=306,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=273",This is something that is useful if your looking for something to take along trips,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=269",This is a wonderful device. I love the extra capabilities and apps.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270",Decent tablet. Access to kindle and pretty much all your google apps.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270",I am very happy with this tablet. The worst thing is that my steals it all the time. Lol,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270","A family member has vision problems. They had seen/used the Kindle of another family member - especially the ability to scale text. This device will make it possible to read, which she has had extreme difficulty doing.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270",Easy setup and connect to WIFI. Great viewing area. Easy to read in bright places.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270",I got this fire for my friend who wants to buy kindle..this serves both Kindle and Tab... very nice and very cheap..worth for what i paid.. I highly recommend this for beginners,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270",Really enjoyed the price value of this tablet versus ipad,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=303,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270",Amazing tablet with fast processor. It looks great... got good deal,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=2",We got this for our 5 year old and this is really great for the price. Works like a charm!!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=2","I didn't find it easy to use, the kindle does not come with instructions.",-1,Negative
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=28","I could wear this every day, it is stylish and comfortable",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=28","Really pretty, but runs at least a full size small.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=28","My daughter loves this kindle, she does so much with it,well worth the money.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=29",Love this top!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=29","This is my second Fire, the other one is now retired. I like having HD. Works just fine.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=29",Pretty top. love the color and the large ruffle. makes it great for layering or with a pretty necklace.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=29",Love it; the bit of stretch in the denim makes it less stiff than traditional denim.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=29",Bad products that I have seen ever.,-1,Negative
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228",Bought it for my 10 yr old granddaughter. Does everything she wants it to do in a tablet.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228",Very easy to use tablet. Lots of apps and game available.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228",This skirt is very short,-1,Negative
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228","Great tablet, very clear picture. Would buy again.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228",Good reader which is why I bought it.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228","It's a mini computer packed in a handheld devise. Applications load quickly and I am able to get my work completed, while riding the commuter rail.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=228",Nice for a smaller tablet. It's good for Internet surfing.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=229",This top is soo pretty with a cool edge.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224","I have 4 other kinds of tables. This the best I have had. I can listen to music, read a book, listen to a book, or watch movies/tv shows.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224",Great product for the kids gaming apps parental controls to make sure you can monitor kids and prevent unwanted app purchases,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224",I purchased 2 of these tablets for my 6 and 8 year old. They were a Black Friday special for $59. They are perfect for the apps and games they wanted.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224",Great product. Love the Amazon ecosystem. The Freetime subscription is a must,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224","Needed something a bit larger than the 6+ to stream Netflix, this was perfect!",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224",my husband bought this for me as a Christmas present. I couldn't understand why he bought it because I already have a Kindle Fire.,0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=224",my grandson-8-loves this --the games and the books!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=191,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=225",Great product and I'm very satisfied with it. I recommend it to other people.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211",I purchased this tablet for my niece for Christmas and she love it.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211","Easy to use, responds quickly, great screen brightness.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211",Great tablet but apps limited comparison of other tablets.,0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211",Works as we thought it should. NO PROBLEMS. Good buying experience.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211","We have the smaller one, and been great. This one is even better, because of the size.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211","I simply love this jacket. it's comfortable, soft and has a relaxed fit that is easy to wear.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=211",Got this for my wife. She loves the bigger screen and the better app management features that this one has over her earlier generation kindle. Definitely worth it!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=178,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=212","Connects to home WiFi automatically. Many books, and many games. Actually functions like a computer tablet. E-mail is a breeze.",0,Neutral
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207"," This is a wonderful value as it is faster, has a better display and sound, is a name brand and cost about the same ... ",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207","She loves this tablet. It works well unlike her ""bargain"" tablet which she tried to use previously and cost about the same. She likes the sound of it also! ",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207","It's no iPad, but it's great for Netflix and some app games. I'm not worried about the kids getting their paws on it since it's relatively inexpensive.",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207",Didn't have some of the features I was looking for. Returned it the next day.,-1,Negative
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207",I bought this for my daughter and she loves it. It's speedy when loading books!,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207",Purchased for my wife who reads a lot and truly enjoys the amazon fire.,1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=207","A great Christmas gift, the kids love the gifts...",1,Positive
"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=174,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=208","Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games, web, etc. while allowing her unlimited time to read",1,Positive
